pmid,title,abstract,publication_date,publication_year,journal,volume,issue,pages,language,relevant,dois,publication_types,mesh_terms,keywords
17714859,Masson's tumour in the right parietal lobe after stereotactic radiosurgery for cerebellar AVM: case report and review.,"We present a 50-year-old patient who had undergone stereotactic radiosurgery for a cerebellar vermian arteriovenous malformation. On routine surveillance MR imaging a lesion suggestive of a meningioma was demonstrated and removed. Histologically it was found to be intravascular papillary endothelial hyperplasia (Masson's tumour). The characteristic radiological and histological findings are presented. Aspects of management of this rare tumour are discussed. Given that cases are often found in combination with a vascular abnormality, we discuss the possibility of a change in local haemodynamics after radiosurgery promoting development of this tumour.",2007 Nov,2007,Clinical neurology and neurosurgery,109,9,811-5,eng,False,S0303-8467(07)00184-9;10.1016/j.clineuro.2007.07.005,Case Reports;Journal Article;Review,Adult;Brain Neoplasms/*etiology/pathology/surgery;Cerebellum/*blood supply;Female;Hemangioendothelioma/*etiology/pathology/surgery;Humans;Intracranial Arteriovenous Malformations/*surgery;Middle Aged;*Parietal Lobe;Radiosurgery/*adverse effects,
1633453,Radiobiologic models for radiosurgery.,"A series of initial radiobiologic investigations have been performed using three animal models. The baboon model proved to be a valuable technique to assess the in vivo radiobiologic response of single-fraction irradiation doses delivered to the primate brain stem. Multimodality neurodiagnostic testing, including CT, MR imaging, xenon-enhanced CT, evoked potential studies, and analysis of CSF myelin basic protein levels, all of which eventually were correlated with neuropathologic examination, enabled detection of lesions produced with high-dose (150 Gy) radiosurgery as early as 6 weeks. Within the first 6 months after radiosurgery, lower doses (20 Gy, 50 Gy) did not result in clinically or neurodiagnostically detectable lesions. The rat arteriovenous fistula model permits analysis of the delayed histopathologic effects of radiosurgery on an experimentally created fistula designed to mimic an AVM. The rat C6 glioma model is designed to evaluate the effect of radiosurgery in an infiltrative tumor that simulates a human malignant brain tumor. These studies are intended eventually to increase our knowledge about the safety and efficacy of radiosurgery in both the normal and tumor-implanted brains. We believe that such fundamental studies ultimately will improve our ability to reach the goals of radiosurgery: to destroy the target and spare the surrounding brain. Eventually, it may become feasible to achieve these goals by combining radiosurgical technique with both radiation sensitizers (for the treated volume) and brain protectors.",1992 Jan,1992,Neurosurgery clinics of North America,3,1,61-77,eng,False,,Journal Article;Review,"Animals;Brain/pathology/*radiation effects;Brain Neoplasms/pathology/surgery;Dogs;Dose-Response Relationship, Radiation;Glioma/pathology/surgery;Haplorhini;Intracranial Arteriovenous Malformations/pathology/surgery;Neoplasm Transplantation;Papio;Radiation Injuries, Experimental/*pathology;Radiosurgery/*instrumentation;Rats",
33189739,Multimodal management of ruptured cerebral micro-arteriovenous malformations: A retrospective series of 19 cases and a review of the literature.,"BACKGROUND: Micro-arteriovenous malformations (micro-AVMs) are defined as AVMs just visible on angiography with a nidus size between 0.5 and 1cm. Their principal manifestation is intracranial hemorrhage and their diagnosis and therapeutic management are still unclear. METHODS: The aim of our work was to show the clinical presentation, treatment and outcome of ruptured cerebral micro-AVMs in a retrospective cohort study of 19 patients and a systematic review of the literature. RESULTS: We obtained a total of 20 micro-AVMs in 19 patients. The mean age was 47.3 years. Clinical presentation was acute bleeding. The mean volume of hematoma was 12.9 mm(3) (0 - 60.4), with topographic distribution as follows: 64% cortical with supratentorial bleeding, 26% deep, and 10% in the posterior fossa. Among the 20 micro-AVMs of the series, 11 (55%) had endovascular management, 6 (30%) had surgical treatment and 3 (15%) had GK radiosurgery alone. All of our patients have been cured at the end of the follow up without re-permeabilization. In our series, clinical outcome showed good recovery with a mean score of 4.6 on Glasgow Outcome Scale (GOS). In the literature, 88% of patients had a GOS of 4 or 5. DISCUSSION: Intracerebral hematoma (ICH) was the main clinical manifestation. In the case of negative initial angiographic assessment, patients must have supraselective angiographic exploration. In the case of conservative treatment of hematoma, endovascular obliteration and microsurgical exclusion seems to be reasonable therapeutic options, according to our observations.",2021 Apr,2021,Neuro-Chirurgie,67,2,132-139,eng,False,S0028-3770(20)30461-6;10.1016/j.neuchi.2020.11.001;S0028-3770(20)30461-6;10.1016/j.neuchi.2020.11.001,Journal Article;Review,Adolescent;Adult;Aged;Angiography/methods;Arteriovenous Fistula/diagnostic imaging/*therapy;Cerebral Hemorrhage/diagnostic imaging/*therapy;Child;Combined Modality Therapy/methods;*Disease Management;Female;Hematoma/diagnostic imaging/*therapy;Humans;Intracranial Arteriovenous Malformations/diagnostic imaging/*therapy;Male;Middle Aged;Radiosurgery/methods;Retrospective Studies;Treatment Outcome;Young Adult,Angiography;Arteriovenous malformation;Embolic;Hemorrhage
25444994,A cost comparative study of Gamma Knife radiosurgery versus open surgery for intracranial pathology.,"Resection is the traditional treatment for common intracranial pathologies including brain metastases, arteriovenous malformations (AVM), and acoustic neuromas. However, more recently Gamma Knife radiosurgery (GKRS; Elekta AB, Stockholm, Sweden) has emerged as an effective, alternative treatment modality. There are limited data investigating the cost effectiveness of these two treatment modalities. In this study, we compare the costs of GKRS and open surgical excision. This was a retrospective study including all patients at a single-institution across a 3 year period with at least 12 months of post-resection follow-up for brain metastases, acoustic neuromas, or AVM. The costs of care were then totaled and compared to known average costs for GKRS at the same institution. The average 12 month costs of treating patients with brain metastases, acoustic neuromas, and AVM using open surgery were USD$55,938, $67,538, and $78,332, respectively. The average 12 month costs of treating brain metastases, acoustic neuromas, and AVM with GKRS were USD$23,069, $37,840, and $46,293, respectively. This shows that GKRS was on average 58.8%, 44.0%, and 40.9% of the cost of open surgery for brain metastases, acoustic neuromas, and AVM, respectively. GKRS is a cost effective, first-line, alternative to open surgery for treatment of brain metastatic lesions, acoustic neuromas, and AVM in selected patients. This result conforms to previous studies, which also demonstrate that radiosurgery is the more cost-effective treatment for brain metastases and acoustic neuromas when patients are well suited for either approach. Further prospective studies are needed to show that this result is valid at other institutions.",2015 Jan,2015,Journal of clinical neuroscience : official journal of the Neurosurgical Society,22,1,184-8,eng,False,S0967-5868(14)00568-2;10.1016/j.jocn.2014.08.012;S0967-5868(14)00568-2;10.1016/j.jocn.2014.08.012,Comparative Study;Journal Article,"Brain Diseases/*economics/*surgery;Brain Neoplasms/surgery;Cost-Benefit Analysis;Craniotomy/economics;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/economics/surgery;Neuroma, Acoustic/economics/surgery;Neurosurgical Procedures/*economics;Radiosurgery/*economics;Retrospective Studies;Virginia",Acoustic neuroma;Arteriovenous malformation;Brain metastasis;Gamma Knife radiosurgery;Open surgery;Vestibular schwannoma
24530455,Radiosurgery for cerebellar arteriovenous malformations: does infratentorial location affect outcome?,"OBJECTIVE: The cerebellum is an uncommon location for arteriovenous malformations (AVM) with unique angioarchitecture compared to the cerebrum. We evaluate the outcomes of radiosurgery in a cohort of cerebellar AVMs and assess the effect of infratentorial location by comparing them to a matched cohort of supratentorial AVMs. METHODS: From a prospective AVM radiosurgery database of 1400 patients, we identified 60 cerebellar AVM patients with at least 2 years of radiologic follow-up or obliteration. The median volume and prescription dose were 2.3 mL and 22 Gy, respectively. The median radiologic follow-up was 39 months. The cerebellar AVM patients were matched (3:1) to a cohort of supratentorial, lobar AVM patients based on AVM size and patient age. Univariate and multivariate Cox proportional hazards regression analyses were used to identify factors associated with obliteration and favorable outcome. RESULTS: Cerebellar and supratentorial AVMs were similar in baseline characteristics except for an increased incidence of ruptured lesions in the cerebellar AVM cohort (P < .001). Obliteration was achieved in 72% of cerebellar AVMs. Younger age (P = .019), no preradiosurgery embolization (P < .001), and decreased volume (P = .034) were independent predictors of obliteration. The annual risk of postradiosurgery hemorrhage in cerebellar AVMs was 1.3%. The rates of symptomatic and permanent radiation-induced changes were 7% and 3%, respectively. Compared with the matched supratentorial AVM cohort, there was no difference in the rates of obliteration, postradiosurgery hemorrhage, or symptomatic radiation-induced changes. CONCLUSIONS: Radiosurgery is an effective treatment modality for cerebellar AVMs with relatively limited adverse events. Infratentorial location did not affect radiosurgery outcomes.",2014 Jul-Aug,2014,World neurosurgery,82,1-2,e209-17,eng,True,S1878-8750(14)00137-5;10.1016/j.wneu.2014.02.007;S1878-8750(14)00137-5;10.1016/j.wneu.2014.02.007,Journal Article,"Adolescent;Adult;Age Factors;Aged;Cerebellum/*pathology/*surgery;Child;Cohort Studies;Cysts/etiology;Embolization, Therapeutic;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/*pathology/*surgery;Intracranial Hemorrhages/etiology/therapy;Male;Middle Aged;Neurosurgical Procedures/*methods;Postoperative Complications/epidemiology;Postoperative Hemorrhage/therapy;Proportional Hazards Models;Prospective Studies;Radiosurgery/*methods;Reoperation;Sex Factors;Treatment Outcome;Young Adult",Cerebellum;Gamma knife;Intracranial arteriovenous malformation;Radiosurgery;Stroke;Vascular malformations
30975463,Left Thalamus Arteriovenous Malformation Secondary to Radiation Therapy of Original Vermian Arteriovenous Malformation: Case Report.,"A 70-year-old gentleman with history of hypothyroidism, hyperlipidemia, hypertension, and right superior cerebellar aneurysm presented to the neurosurgery service in 2008 with vertigo. Diagnostic cerebral angiography performed that year demonstrated a vermian arteriovenous malformations (AVM). The patient underwent stereotactic proton beam radiosurgery, which resulted in a decrease in flow and size of the lesion, and the patient was lost to follow-up. Now at the age of 80, the patient presented with acute gait instability. Cerebral angiogram demonstrated his stable vermian AVM and a new 1.1 cm AVM nidus in the region of the left posterior thalamus. Although AVMs are often described as congenital lesions, there is a growing body of literature suggesting that AVMs can grow, spontaneously regress, and even arise de novo in response to some insult. Understanding what leads to the growth, remodeling, regression, and hemorrhage of AVMs is crucial in order to better direct therapeutic endeavors. We would argue that this patient's AVM is secondary to endothelial cell damage from radiation therapy. Radiation can cause endothelial cell injury and upregulation of factors, such as vascular endothelial growth factor and transforming growth factor beta expression, which are implicated in AVM development pathways. We believe that this patient's new AVM is secondary to entrance radiation dosing affecting the thalamus during radiation therapy for the original vermian AVM.",2019 Jun,2019,Journal of stroke and cerebrovascular diseases : the official journal of National,28,6,e53-e59,eng,False,S1052-3057(19)30128-4;10.1016/j.jstrokecerebrovasdis.2019.03.033;S1052-3057(19)30128-4;10.1016/j.jstrokecerebrovasdis.2019.03.033,Case Reports;Journal Article,"Aged;Aged, 80 and over;Angiography, Digital Subtraction;Cerebellum/*blood supply;Cerebral Angiography/methods;Computed Tomography Angiography;Cranial Irradiation/*adverse effects;Humans;Intracranial Arteriovenous Malformations/diagnostic;Male;Proton Therapy/*adverse effects;Radiation Injuries/diagnostic imaging/*etiology;Radiosurgery/*adverse effects;Thalamus/*blood supply;Treatment Outcome",Arteriovenous malformation;radiation induced AVM;radiosurgery;secondary arteriovenous malformation;thalamus AVM;vermian AVM
10030253,Immediate side effects of stereotactic radiotherapy and radiosurgery.,"PURPOSE: Despite increased utilization of fractionated stereotactic radiation therapy (SRT) or stereotactic radiosurgery (SRS), the incidence and nature of immediate side effects (ISE) associated with these treatment techniques are not well defined. We report immediate side effects from a series of 78 patients. MATERIALS AND METHODS: Intracranial lesions in 78 adult patients were treated with SRT or SRS, using a dedicated linear accelerator. Those lesions included 13 gliomas, 2 ependymomas, 19 metastatic tumors, 15 meningiomas, 12 acoustic neuromas, 4 pituitary adenomas, 1 optic neuroma, 1 chondrosarcoma, and 11 arteriovenous malformations (AVM). SRT was used in 51 and SRS in 27 patients. Mean target volume was 9.0 cc. Eleven patients received prior external-beam radiation therapy within 2 months before SRT/SRS. Any side effects occurring during and up to 2 weeks after the course of radiation were defined as ISE and were graded as mild, moderate, or severe. The incidence of ISE and the significance of their association with several treatment and pretreatment variables were analyzed. RESULTS: Overall, 28 (35%) of 78 patients experienced one or more ISE. Most of the ISE (87%) were mild, and consisted of nausea (in 5), dizziness/vertigo (in 5), seizures (in 6), and new persistent headaches (in 17). Two episodes of worsening neurological deficit and 2 of orbital pain were graded as moderate. Two patients experienced severe ISE, requiring hospitalization (1 seizure and 1 worsening neurological deficit). ISE in 6 cases prompted computerized tomography of the brain, which revealed increased perilesional edema in 3 cases. The incidence of ISE by diagnosis was as follows: 46% (6 of 13) for gliomas, 50% (6 of 12) for acoustic neuromas, 36% (4 of 11) for AVM, 33% (5 of 15) for meningiomas, and 21% (4 of 19) for metastases. A higher incidence of dizziness/vertigo (4 of 12 = 33%) was seen among acoustic neuroma patients than among other patients (p< 0.01). There was no significant association of dizziness/vertigo with either a higher average and maximum brainstem dose (p = 0.74 and 0.09, respectively) or with 2-Gy equivalents of the average and maximum brainstem doses (p = 0.28 and 0.09, respectively). Higher RT dose to the margin and higher maximum RT dose were associated with a higher incidence of ISE (p = 0.05 and 0.01, respectively). However, when RT dose to the margin was converted to a 2-Gy dose-equivalent, it lost its significance as predictor of ISE (p = 0.51). Recent conventional external-beam radiation therapy, target volume, number of isocenters, collimator size, dose inhomogeneity, prescription isodose, pretreatment edema, dose of prior radiation, fraction size (2.0-7.0 Gy with SRT and 13.0-21.0 Gy with SRS), fractionation schedule, and dose to brainstem were not significantly associated with ISE. ISE occurred in 26% (8) of 31 patients taking corticosteroids prior to SRT/SRS and in 20 (42%) of 47 patients not taking them (p = 0.15). CONCLUSION: ISE occur in one third of patients treated with SRT and SRS and are usually mild or moderate and self-limited. Dizziness/vertigo are common and unique for patients with acoustic neuromas and are not associated with higher brainstem doses. We are unable to detect a relationship between ISE and higher margin or maximum RT doses. No specific conclusion can be drawn with regard to the effect of corticosteroids, used prior to SRS/SRT, on the occurrence of ISE.",1999 Jan 15,1999,"International journal of radiation oncology, biology, physics",43,2,299-304,eng,False,S0360-3016(98)00410-6;10.1016/s0360-3016(98)00410-6,Journal Article,"Adult;Aged;Aged, 80 and over;Brain Neoplasms/*surgery;Glioma/*surgery;Humans;Intracranial Arteriovenous Malformations/*surgery;Middle Aged;Neuroma, Acoustic/surgery;Pituitary Neoplasms/surgery;Radiosurgery/*adverse effects;Radiotherapy Dosage",
11704319,An analysis of the effects of smoking and other cardiovascular risk factors on obliteration rates after arteriovenous malformation radiosurgery.,"PURPOSE: To assess the relationships of smoking and other cardiovascular disease risk factors (hypertension, diabetes, hypercholesterolemia, and gender) to rates of radiosurgery-induced obliteration of arteriovenous malformations (AVM). METHODS AND MATERIALS: We evaluated follow-up imaging and clinical data in 329 AVM patients who received gamma knife radiosurgery at the University of Pittsburgh between 1987 and 1994. There were 113 smokers, 29 hypertensives, 5 diabetics, 4 hypercholesterolemics, 159 male patients, and 170 female patients. All patients had regular clinical or imaging follow-up for a minimum of 3 years after radiosurgery. RESULTS: Multivariate analysis showed that smoking had no effect on AVM obliteration (p > 0.43). Hypertension, diabetes, and hypercholesterolemia had no discernible effect on AVM obliteration in this study (p > 0.78). However, females aged 12-49 had a statistically significant lower in-field obliteration rate than males (78% vs. 89%, p = 0.0102). CONCLUSION: Smoking has no effect on AVM obliteration. Hypertension, diabetes, and hypercholesterolemia had no discernible effect in this study. Further study is needed to establish whether estrogen has a vascular protective effect that could partially limit radiosurgical AVM obliteration, as suggested by this study.",2001 Nov 15,2001,"International journal of radiation oncology, biology, physics",51,4,969-73,eng,False,S0360-3016(01)01734-5;10.1016/s0360-3016(01)01734-5,Journal Article,Adolescent;Adult;Child;*Diabetes Complications;Female;Follow-Up Studies;Humans;Hypercholesterolemia/*complications;Hypertension/*complications;Intracranial Arteriovenous Malformations/*surgery;Male;Middle Aged;Multivariate Analysis;*Radiosurgery;Regression Analysis;Risk Factors;Sex Factors;Smoking/*adverse effects,
30233022,Temporary noncicatricial focal alopecia following Gamma knife radiosurgery: Case series and review of literature.,"OBJECTIVE: The aim of this study is to report the pattern, timing, responsible radiation parameters, and dosimetric results on the outcome of alopecia following gamma knife radiosurgery (GKRS) for various intracranial pathologies. A literature review of radiation-induced alopecia and observation of this complication with GKRS are also included. MATERIALS AND METHODS: The authors report 6 cases of GKRS-induced focal temporary alopecia without dermal fibrosis or clinical scarring and with no long-term squeal. RESULTS: In all the cases, the scalp received ≥3 Gy radiation exposure. Post GKRS alopecia is a temporary, noncicatricial, focal, reversible phenomenon observed within 2 weeks of the treatment. This acute complication is dose-dependent and reflects damage to the hair follicle. It is only seen with treated volumes in the superficial location. Hair regrowth occurs within two months with no long-term complications and change in hair quality being noted. CONCLUSION: Compared to whole brain radiotherapy, chances of alopecia are significantly less after GKRS. Despite a sharp dose fallout, a single fraction high-dose radiosurgery with GKRS may expose the skin appendages to more than 3 Gy radiation exposures, which may injure the hair follicles irrespective of the growth phase (anagen, telogen, or catagen) they are in. A careful planning that includes sparing of the dermal appendages and hair roots up to 4-6 mm depth in the skin may prevent this complication. Patients with superficial lesions should be well informed about the reversible nature of this possible complication, with near-normal hair growth being established within 2 months of treatment.",2018 Sep-Oct,2018,Neurology India,66,5,1469-1474,eng,False,10.4103/0028-3886.241362;ni_2018_66_5_1469_241362;10.4103/0028-3886.241362,Case Reports;Journal Article;Review,Adult;Alopecia/*etiology;Arteriovenous Fistula/radiotherapy;Brain Neoplasms/radiotherapy;Female;Glomus Jugulare Tumor/radiotherapy;Humans;Intracranial Arteriovenous Malformations/radiotherapy;Male;Meningeal Neoplasms/radiotherapy;Meningioma/radiotherapy;Middle Aged;Radiation Dosage;Radiosurgery/*adverse effects;Young Adult,Alopecia;epilation;gamma knife radiosurgery;hair loss;radiation therapy
37439476,Timing of microsurgical resection for ruptured brain arteriovenous malformations: a propensity score-matched analysis using prospective single-center registry data.,"OBJECTIVE: The optimal microsurgical timing in ruptured brain arteriovenous malformations (AVMs) is not well understood and is surrounded by controversy. This study aimed to elucidate the impacts of microsurgical resection timing on clinical outcomes. METHODS: The authors retrieved and reviewed the records on all ruptured AVMs treated at their institution and registered in a nationwide multicenter prospective collaboration registry between August 2011 and August 2021. Patients were dichotomized into an early resection group (≤ 30 days from the last hemorrhagic stroke) and a delayed resection group (> 30 days after the last hemorrhagic stroke). Propensity score-matched analysis was used to compare long-term outcomes. The primary outcome was neurological status as assessed using the modified Rankin Scale (mRS). The secondary outcomes were complete obliteration rate, postoperative seizure, and postoperative hemorrhage. RESULTS: Of the 3649 consecutive AVMs treated at the authors' institution, a total of 558 ruptured AVMs were microsurgically resected and had long-term follow-up. After propensity score matching, 390 ruptured AVMs (195 pairs) were included in the comparison of outcomes. The mean (± standard deviation) clinical follow-up duration was 4.93 ± 2.94 years in the early resection group and 5.61 ± 2.56 years in the delayed resection group. Finally, as regards the distribution of mRS scores, short-term neurological outcomes were better in the delayed resection group (risk difference [RD] 0.3%, 95% CI -0.1% to 0.6%, p = 0.010), whereas long-term neurological outcomes were similar between the two groups (RD 0.0%, 95% CI -0.2% to 0.2%, p = 0.906). Long-term favorable neurological outcomes (early vs delayed: 90.8% vs 90.3%, p > 0.999; RD 0.5%, 95% CI -5.8% to 6.9%; RR 1.01, 95% CI 0.94-1.07) and long-term disability (9.2% vs 9.7%, p > 0.999; RD -0.5%, 95% CI -6.9% to 5.8%; RR 0.95, 95% CI 0.51-1.75) were also similar between these groups. In terms of secondary outcomes, postoperative seizure (early vs delayed: 8.7% vs 5.6%, p = 0.239; RD 3.1%, 95% CI -2.6% to 8.8%; RR 1.55, 95% CI 0.74-3.22), postoperative hemorrhage (1.0% vs 1.0%, p > 0.999; RD 0.0%, 95% CI -3.1% to 3.1%; RR 1.00, 95% CI 0.14-7.04), and hospitalization time (16.4 ± 8.5 vs 19.1 ± 7.9 days, p = 0.793) were similar between the two groups, whereas early resection had a lower complete obliteration rate (91.3% vs 99.0%, p = 0.001; RD -7.7%, 95% CI -12.9% to 3.1%; RR 0.92, 95% CI 0.88-0.97). CONCLUSIONS: Early and delayed resection of ruptured AVMs had similar long-term neurological outcomes. Delayed resection can lead to a higher complete obliteration rate, although the risk of rerupture during the resection waiting period should be vigilantly monitored.",2024 Jan 1,2024,Journal of neurosurgery,140,1,164-171,eng,False,10.3171/2023.5.JNS222666;10.3171/2023.5.JNS222666,Journal Article;Multicenter Study,"Humans;Treatment Outcome;Prospective Studies;*Hemorrhagic Stroke/complications/surgery;Propensity Score;Routinely Collected Health Data;*Intracranial Arteriovenous Malformations/therapy;Brain;Postoperative Hemorrhage;Seizures/etiology/surgery;Retrospective Studies;*Radiosurgery;*Embolization, Therapeutic",arteriovenous malformation;neurological outcomes;propensity score matching;surgical timing;vascular disorders
25360851,Targeted intraarterial anti-VEGF therapy for medically refractory radiation necrosis in the brain.,"Radiation necrosis (RN) is a serious complication that can occur in up to 10% of brain radiotherapy cases, with the incidence dependent on both dose and brain location. Available medical treatment for RN includes steroids, vitamin E, pentoxifylline, and hyperbaric oxygen. In a significant number of patients, however, RN is medically refractory and the patients experience progressive neurological decline, disabling headaches, and decreased quality of life. Vascular endothelial growth factor (VEGF) is a known mediator of cerebral edema in RN. Recent reports have shown successful treatment of RN with intravenous bevacizumab, a monoclonal antibody for VEGF. Bevacizumab, however, is associated with significant systemic complications including sinus thrombosis, pulmonary embolus, gastrointestinal tract perforation, wound dehiscence, and severe hypertension. Using lower drug doses may decrease systemic exposure and reduce complication rates. By using an intraarterial route for drug administration following blood-brain barrier disruption (BBBD), the authors aim to lower the bevacizumab dose while increasing target delivery. In the present report, the authors present the cases of 2 pediatric patients with cerebral arteriovenous malformations, who presented with medically intractable RN following stereotactic radiosurgery. They received a single intraarterial infusion of 2.5 mg/kg bevacizumab after hyperosmotic BBBD. At mean follow-up duration of 8.5 months, the patients had significant and durable clinical and radiographic response. Both patients experienced resolution of their previously intractable headaches and reversal of cushingoid features as they were successfully weaned off steroids. One of the patients regained significant motor strength. There was an associated greater than 70% reduction in cerebral edema. Intraarterial administration of a single low dose of bevacizumab after BBBD was safe and resulted in durable clinical and radiographic improvements at concentrations well below those required for the typical systemic intravenous route. Advantages over the intravenous route may include higher concentration of drug delivery to the affected brain, decreased systemic toxicity, and a significantly lower cost.",2015 Jan,2015,Journal of neurosurgery. Pediatrics,15,1,20-5,eng,False,10.3171/2014.9.PEDS14198;10.3171/2014.9.PEDS14198,Case Reports;Journal Article,"Angiogenesis Inhibitors/administration & dosage/*therapeutic use;Antibodies, Monoclonal, Humanized/administration & dosage/*therapeutic use;Bevacizumab;Brain/*pathology/radiation effects;Brain Edema/etiology;Child;Drug Administration Schedule;Female;Humans;Infusions, Intra-Arterial;Intracranial Arteriovenous Malformations/complications/diagnosis/*surgery;Magnetic Resonance Imaging;Necrosis/etiology;Radiation Injuries/*complications/etiology;Radiosurgery/*adverse effects;Treatment Outcome;Vascular Endothelial Growth Factor A/*antagonists & inhibitors",AVM = arteriovenous malformation;BBB = blood-brain barrier;BBBD = BBB disruption;RN = radiation necrosis;SRS = stereotactic radiosurgery;VEGF = vascular endothelial growth factor;arteriovenous malformation;bevacizumab;blood-brain barrier disruption;intraarterial chemotherapy;oncology;radiation adverse effect;radiation necrosis;stereotactic radiosurgery
18787195,"Patterns of brain arteriovenous malformation treatment: prospective, population-based study.","BACKGROUND AND PURPOSE: The extent of variation in the interventional treatment of brain arteriovenous malformations (AVMs) is unknown, so we explored patterns of treatment at 4 neuroscience centers in one European country. METHODS: We included every participant with an AVM in a prospective, population-based cohort study of adults aged >or=16 years residing in Scotland at the time of AVM diagnosis in 1999 to 2003. RESULTS: Only 11 (5%) of the 229 adults were not managed at a neuroscience center. Adults who received interventional treatment were younger (median, 43 versus 54 years), more likely to have presented with hemorrhage (OR, 2.8; 95% CI, 1.6 to 4.9), and had smaller AVMs (median nidus diameter, 2 cm versus 3 cm; P=0.003) than those who did not. Adults seen at the 4 centers only differed in AVM Spetzler-Martin grade (P=0.04). The 4 centers did not differ in the proportion of adults with AVMs who received interventional treatment (P=0.16), but they differed in the Spetzler-Martin grade of the AVMs they treated (Grades III to IV, P=0.01) and the interventional treatments used (P=0.004). The 2 largest centers differed from each other in the likelihood of surgical resection (OR, 0.2; 95% CI, 0.1 to 0.6) and stereotactic radiosurgery (OR, 2.8; 95% CI, 1.3 to 6.1), and the choice of modality varied within some Spetzler-Martin grades. CONCLUSIONS: Patient characteristics and patterns of AVM interventional treatment differ between neuroscience centers in the same population necessitating careful consideration of these factors when comparing one hospital's outcome with another.",2008 Dec,2008,Stroke,39,12,3216-21,eng,False,10.1161/STROKEAHA.108.523662;STROKEAHA.108.523662;10.1161/STROKEAHA.108.523662,"Journal Article;Research Support, Non-U.S. Gov't","Adolescent;Adult;Aged;Aged, 80 and over;Brain Damage, Chronic/etiology/prevention & control;Cerebral Hemorrhage/epidemiology/etiology/prevention & control/surgery;Craniotomy/statistics & numerical data;Female;Hospitals, Special/statistics & numerical data;Humans;Intracranial Arteriovenous;Male;Middle Aged;Neurosciences;Prospective Studies;Radiosurgery/statistics & numerical data;Registries/statistics & numerical data;Scotland/epidemiology;Severity of Illness Index;Treatment Outcome",
28665253,The benefit of radiosurgery for ARUBA-eligible arteriovenous malformations: a practical analysis over an appropriate follow-up period.,"OBJECTIVE The authors of this study found that, given the latency period required for arteriovenous malformation (AVM) obliteration after stereotactic radiosurgery (SRS), a study with limited follow-up cannot assess the benefit of SRS for unruptured AVMs. METHODS The authors reviewed their institutional experience with ""ARUBA (A Randomized Trial of Unruptured Brain Arteriovenous Malformations)-eligible"" AVMs treated with SRS between 1987 and 2016, with the primary outcome defined as stroke (ischemic or hemorrhagic) or death (AVM related or AVM unrelated). Patients with at least 3 years of follow-up in addition to those who experienced stroke or died during the latency period were included. Secondary outcome measures included obliteration rates, patients with new seizure disorders, and those with new focal deficits without stroke. RESULTS Of 233 patients included in this study, 32 had a stroke or died after SRS over the mean 8.4-year follow-up (14%). Utilizing the 10% stroke or death rate at a mean 2.8-year follow-up for untreated AVMs in ARUBA, the rate in the authors' study is significantly lower than that anticipated at the 8.4-year follow-up for an untreated cohort (14% vs 30%, p = 0.0003). Notwithstanding obliteration, in this study, annualized rates of hemorrhage and stroke or death after 3 years following SRS were 0.4% and 0.8%, respectively. The overall obliteration rate was 72%; new seizure disorders, temporary new focal deficits without stroke, and permanent new focal deficits without stroke occurred in 2% of patients each. CONCLUSIONS After a sensible follow-up period exceeding the latency period, there is a lower rate of stroke/death for patients with treated, unruptured AVMs with SRS than for patients with untreated AVMs.",2018 Jun,2018,Journal of neurosurgery,128,6,1850-1854,eng,True,2017.1.JNS162962;10.3171/2017.1.JNS162962;2017.1.JNS162962;10.3171/2017.1.JNS162962,Journal Article,Adult;Aged;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/complications/mortality/*surgery;Intracranial Hemorrhages/epidemiology/etiology/mortality;Kaplan-Meier Estimate;Male;Middle Aged;*Neurosurgical Procedures;*Radiosurgery;Randomized Controlled Trials as Topic;Retrospective Studies;Seizures/etiology;Stroke/etiology;Treatment Outcome,ARUBA;ARUBA = A Randomized Trial of Unruptured Brain Arteriovenous Malformations;AVM;AVM = arteriovenous malformation;SRS;SRS = stereotactic radiosurgery;arteriovenous malformation;hemorrhage;stereotactic radiosurgery;stroke;vascular disorders
